Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
"Jan 5, 2023",110.51,111.75,107.16,110.34,110.34,"157,986,300"
"Jan 4, 2023",109.11,114.59,107.52,113.64,113.64,"180,389,000"
"Jan 3, 2023",118.47,118.80,104.64,108.10,108.10,"231,402,800"
"Dec 30, 2022",119.95,124.48,119.75,123.18,123.18,"157,777,300"
"Dec 29, 2022",120.39,123.57,117.50,121.82,121.82,"221,923,300"
"Dec 28, 2022",110.35,116.27,108.24,112.71,112.71,"221,070,500"
"Dec 27, 2022",117.50,119.67,108.76,109.10,109.10,"208,643,400"
"Dec 23, 2022",126.37,128.62,121.02,123.15,123.15,"166,989,700"
"Dec 22, 2022",136.00,136.63,122.26,125.35,125.35,"210,090,300"
"Dec 21, 2022",139.34,141.26,135.89,137.57,137.57,"145,417,400"
"Dec 20, 2022",146.05,148.47,137.66,137.80,137.80,"159,563,300"
"Dec 19, 2022",154.00,155.25,145.82,149.87,149.87,"139,390,600"
"Dec 16, 2022",159.64,160.99,150.04,150.23,150.23,"139,032,200"
"Dec 15, 2022",153.44,160.93,153.28,157.67,157.67,"122,334,500"
"Dec 14, 2022",159.25,161.62,155.31,156.80,156.80,"140,682,300"
"Dec 13, 2022",174.87,175.05,156.91,160.95,160.95,"175,862,700"
"Dec 12, 2022",176.10,177.37,167.52,167.82,167.82,"109,794,500"
"Dec 9, 2022",173.84,182.50,173.36,179.05,179.05,"104,872,300"
"Dec 8, 2022",172.20,175.20,169.06,173.44,173.44,"97,624,500"
"Dec 7, 2022",175.03,179.38,172.22,174.04,174.04,"84,213,300"
"Dec 6, 2022",181.22,183.65,175.33,179.82,179.82,"92,150,800"
"Dec 5, 2022",189.44,191.27,180.55,182.45,182.45,"93,122,700"
"Dec 2, 2022",191.78,196.25,191.11,194.86,194.86,"73,645,900"
"Dec 1, 2022",197.08,198.92,191.80,194.70,194.70,"80,046,200"
"Nov 30, 2022",182.43,194.76,180.63,194.70,194.70,"109,186,400"
"Nov 29, 2022",184.99,186.38,178.75,180.83,180.83,"83,357,100"
"Nov 28, 2022",179.96,188.50,179.00,182.92,182.92,"92,905,200"
"Nov 25, 2022",185.06,185.20,180.63,182.86,182.86,"50,672,700"
"Nov 23, 2022",173.57,183.62,172.50,183.20,183.20,"109,536,700"
"Nov 22, 2022",168.63,170.92,166.19,169.91,169.91,"78,452,300"
"Nov 21, 2022",175.85,176.77,167.54,167.87,167.87,"92,882,700"
"Nov 18, 2022",185.05,185.19,176.55,180.19,180.19,"76,048,900"
"Nov 17, 2022",183.96,186.16,180.90,183.17,183.17,"64,336,000"
"Nov 16, 2022",191.51,192.57,185.66,186.92,186.92,"66,567,600"
"Nov 15, 2022",195.88,200.82,192.06,194.42,194.42,"91,293,800"
"Nov 14, 2022",192.77,195.73,186.34,190.95,190.95,"92,226,600"
"Nov 11, 2022",186.00,196.52,182.59,195.97,195.97,"114,403,600"
"Nov 10, 2022",189.90,191.00,180.03,190.72,190.72,"132,703,000"
"Nov 9, 2022",190.78,195.89,177.12,177.59,177.59,"127,062,700"
"Nov 8, 2022",194.02,195.20,186.75,191.30,191.30,"128,803,400"
"Nov 7, 2022",208.65,208.90,196.66,197.08,197.08,"93,916,500"
"Nov 4, 2022",222.60,223.80,203.08,207.47,207.47,"98,622,200"
"Nov 3, 2022",211.36,221.20,210.14,215.31,215.31,"56,538,800"
"Nov 2, 2022",226.04,227.87,214.82,214.98,214.98,"63,070,300"
"Nov 1, 2022",234.05,237.40,227.28,227.82,227.82,"62,688,800"
"Oct 31, 2022",226.19,229.85,221.94,227.54,227.54,"61,554,300"
"Oct 28, 2022",225.40,228.86,216.35,228.52,228.52,"69,152,400"
"Oct 27, 2022",229.77,233.81,222.85,225.09,225.09,"61,638,800"
"Oct 26, 2022",219.40,230.60,218.20,224.64,224.64,"85,012,500"
"Oct 25, 2022",210.10,224.35,210.00,222.42,222.42,"96,507,900"
"Oct 24, 2022",205.82,213.50,198.59,211.25,211.25,"100,446,800"
"Oct 21, 2022",206.42,214.66,203.80,214.44,214.44,"75,713,800"
"Oct 20, 2022",208.28,215.55,202.00,207.28,207.28,"117,798,100"
"Oct 19, 2022",219.80,222.93,217.78,222.04,222.04,"66,571,500"
"Oct 18, 2022",229.50,229.82,217.25,220.19,220.19,"75,891,900"
"Oct 17, 2022",210.04,221.86,209.45,219.35,219.35,"79,428,800"
"Oct 14, 2022",224.01,226.26,204.16,204.99,204.99,"94,124,500"
"Oct 13, 2022",208.30,222.99,206.22,221.72,221.72,"91,483,000"
"Oct 12, 2022",215.33,219.30,211.51,217.24,217.24,"66,860,700"
"Oct 11, 2022",220.95,225.75,215.00,216.50,216.50,"77,013,200"
"Oct 10, 2022",223.93,226.99,218.36,222.96,222.96,"67,925,000"
"Oct 7, 2022",233.94,234.57,222.02,223.07,223.07,"83,916,800"
"Oct 6, 2022",239.44,244.58,235.35,238.13,238.13,"69,298,400"
"Oct 5, 2022",245.01,246.67,233.27,240.81,240.81,"86,982,700"
"Oct 4, 2022",250.52,257.50,242.01,249.44,249.44,"109,578,500"
"Oct 3, 2022",254.50,255.16,241.01,242.40,242.40,"98,363,500"
"Sep 30, 2022",266.15,275.57,262.47,265.25,265.25,"67,726,600"
"Sep 29, 2022",282.76,283.65,265.78,268.21,268.21,"77,620,600"
"Sep 28, 2022",283.08,289.00,277.57,287.81,287.81,"54,664,800"
"Sep 27, 2022",283.84,288.67,277.51,282.94,282.94,"61,925,200"
"Sep 26, 2022",271.83,284.09,270.31,276.01,276.01,"58,076,900"
"Sep 23, 2022",283.09,284.50,272.82,275.33,275.33,"63,748,400"
"Sep 22, 2022",299.86,301.29,285.82,288.59,288.59,"70,545,400"
"Sep 21, 2022",308.29,313.80,300.63,300.80,300.80,"62,555,700"
"Sep 20, 2022",306.91,313.33,305.58,308.73,308.73,"61,642,800"
"Sep 19, 2022",300.09,309.84,297.80,309.07,309.07,"60,231,200"
"Sep 16, 2022",299.61,303.71,295.60,303.35,303.35,"87,087,800"
"Sep 15, 2022",301.83,309.12,300.72,303.75,303.75,"64,795,500"
"Sep 14, 2022",292.24,306.00,291.64,302.61,302.61,"72,628,700"
"Sep 13, 2022",292.90,297.40,290.40,292.13,292.13,"68,229,600"
"Sep 12, 2022",300.72,305.49,300.40,304.42,304.42,"48,674,600"
"Sep 9, 2022",291.67,299.85,291.25,299.68,299.68,"54,338,100"
"Sep 8, 2022",281.30,289.50,279.76,289.26,289.26,"53,713,100"
"Sep 7, 2022",273.10,283.84,272.27,283.70,283.70,"50,028,900"
"Sep 6, 2022",272.68,275.99,265.74,274.42,274.42,"55,860,000"
"Sep 2, 2022",281.07,282.35,269.08,270.21,270.21,"50,890,100"
"Sep 1, 2022",272.58,277.58,266.15,277.16,277.16,"54,287,000"
"Aug 31, 2022",280.62,281.25,271.81,275.61,275.61,"52,107,300"
"Aug 30, 2022",287.87,288.48,272.65,277.70,277.70,"50,541,800"
"Aug 29, 2022",282.83,287.74,280.70,284.82,284.82,"41,864,700"
"Aug 26, 2022",297.43,302.00,287.47,288.09,288.09,"57,163,900"
"Aug 25, 2022",3:1 Stock Splits,,,,,
"Aug 25, 2022",302.36,302.96,291.60,296.07,296.07,"53,230,000"
"Aug 24, 2022",297.56,303.65,296.50,297.10,297.10,"57,259,800"
"Aug 23, 2022",291.45,298.83,287.92,296.45,296.45,"63,984,900"
"Aug 22, 2022",291.91,292.40,286.30,289.91,289.91,"55,843,200"
"Aug 19, 2022",299.00,300.36,292.50,296.67,296.67,"61,395,300"
"Aug 18, 2022",306.00,306.50,301.85,302.87,302.87,"47,500,500"
"Aug 17, 2022",303.40,309.66,300.03,304.00,304.00,"68,766,000"
"Aug 16, 2022",311.67,314.67,302.88,306.56,306.56,"88,136,400"
"Aug 15, 2022",301.79,313.13,301.23,309.32,309.32,"89,359,200"
"Aug 12, 2022",289.42,300.16,285.03,300.03,300.03,"79,657,200"
"Aug 11, 2022",296.51,298.24,285.83,286.63,286.63,"70,155,000"
"Aug 10, 2022",297.07,297.51,283.37,294.36,294.36,"94,918,800"
"Aug 9, 2022",290.29,292.40,279.35,283.33,283.33,"86,244,600"
"Aug 8, 2022",295.00,305.20,289.09,290.42,290.42,"98,994,000"
"Aug 5, 2022",302.67,304.61,285.54,288.17,288.17,"113,172,900"
"Aug 4, 2022",311.00,313.61,305.00,308.63,308.63,"72,256,200"
"Aug 3, 2022",305.00,309.55,301.15,307.40,307.40,"80,091,000"
"Aug 2, 2022",294.00,307.83,292.67,300.59,300.59,"95,577,600"
"Aug 1, 2022",301.28,311.88,295.00,297.28,297.28,"117,042,900"
"Jul 29, 2022",280.70,298.32,279.10,297.15,297.15,"95,313,000"
"Jul 28, 2022",280.07,283.30,272.80,280.90,280.90,"84,723,000"
"Jul 27, 2022",263.81,275.93,261.79,274.82,274.82,"88,110,000"
"Jul 26, 2022",266.51,267.31,256.26,258.86,258.86,"66,820,800"
"Jul 25, 2022",272.22,274.15,267.40,268.43,268.43,"64,073,400"
"Jul 22, 2022",276.22,280.79,270.71,272.24,272.24,"103,472,700"
"Jul 21, 2022",255.11,273.27,254.87,271.71,271.71,"142,032,300"
"Jul 20, 2022",246.78,250.66,243.48,247.50,247.50,"88,864,200"
"Jul 19, 2022",245.00,247.14,236.98,245.53,245.53,"80,890,200"
"Jul 18, 2022",244.94,250.52,239.60,240.55,240.55,"82,537,500"
"Jul 15, 2022",240.00,243.62,236.89,240.07,240.07,"69,683,100"
"Jul 14, 2022",234.90,238.65,229.33,238.31,238.31,"78,557,400"
"Jul 13, 2022",225.50,242.06,225.03,237.04,237.04,"97,954,500"
"Jul 12, 2022",236.85,239.77,228.37,233.07,233.07,"87,930,900"
"Jul 11, 2022",252.10,253.06,233.63,234.34,234.34,"99,241,200"
"Jul 8, 2022",242.33,254.98,241.16,250.76,250.76,"101,854,200"
"Jul 7, 2022",233.92,245.36,232.21,244.54,244.54,"81,930,600"
"Jul 6, 2022",230.78,234.56,227.19,231.73,231.73,"71,853,600"
"Jul 5, 2022",223.00,233.15,216.17,233.07,233.07,"84,581,100"
"Jul 1, 2022",227.00,230.23,222.12,227.26,227.26,"74,460,300"
"Jun 30, 2022",224.51,229.46,218.86,224.47,224.47,"94,600,500"
"Jun 29, 2022",230.50,231.17,222.27,228.49,228.49,"82,897,200"
"Jun 28, 2022",244.48,249.97,232.34,232.66,232.66,"90,391,200"
"Jun 27, 2022",249.37,252.07,242.57,244.92,244.92,"89,178,300"
"Jun 24, 2022",237.47,246.07,236.09,245.71,245.71,"95,770,800"
"Jun 23, 2022",237.91,239.32,228.64,235.07,235.07,"104,202,600"
"Jun 22, 2022",234.50,246.83,233.83,236.09,236.09,"101,107,500"
"Jun 21, 2022",224.60,243.58,224.33,237.04,237.04,"122,793,000"
"Jun 17, 2022",213.43,220.97,213.20,216.76,216.76,"92,641,800"
"Jun 16, 2022",222.74,225.17,208.69,213.10,213.10,"107,390,700"
"Jun 15, 2022",220.92,235.66,218.15,233.00,233.00,"119,131,800"
"Jun 14, 2022",218.29,226.33,211.74,220.89,220.89,"97,988,700"
"Jun 13, 2022",223.17,226.63,214.68,215.74,215.74,"102,767,400"
"Jun 10, 2022",235.16,239.50,227.91,232.23,232.23,"97,536,600"
"Jun 9, 2022",249.34,255.55,239.33,239.71,239.71,"96,491,400"
"Jun 8, 2022",240.09,249.96,239.18,241.87,241.87,"76,210,500"
"Jun 7, 2022",234.00,240.00,230.09,238.89,238.89,"72,808,500"
"Jun 6, 2022",244.35,244.87,234.35,238.28,238.28,"84,204,600"
"Jun 3, 2022",243.23,247.80,233.42,234.52,234.52,"112,393,800"
"Jun 2, 2022",244.16,264.21,242.07,258.33,258.33,"93,473,100"
"Jun 1, 2022",251.72,257.33,243.64,246.79,246.79,"77,247,900"
"May 31, 2022",257.95,259.60,244.74,252.75,252.75,"101,914,500"
"May 27, 2022",241.08,253.27,240.18,253.21,253.21,"89,295,000"
"May 26, 2022",220.47,239.56,217.89,235.91,235.91,"106,003,200"
"May 25, 2022",207.95,223.11,207.67,219.60,219.60,"92,139,300"
"May 24, 2022",217.84,217.97,206.86,209.39,209.39,"89,092,500"
"May 23, 2022",218.34,226.65,212.69,224.97,224.97,"88,903,500"
"May 20, 2022",238.00,240.53,211.00,221.30,221.30,"144,973,200"
"May 19, 2022",235.67,244.67,231.37,236.47,236.47,"90,296,700"
"May 18, 2022",248.17,253.50,233.60,236.60,236.60,"87,811,800"
"May 17, 2022",249.12,254.83,242.95,253.87,253.87,"80,236,200"
"May 16, 2022",255.72,256.59,239.70,241.46,241.46,"86,098,500"
"May 13, 2022",257.83,262.45,250.52,256.53,256.53,"92,150,700"
"May 12, 2022",233.67,253.22,226.67,242.67,242.67,"140,313,000"
"May 11, 2022",265.00,269.92,242.40,244.67,244.67,"97,224,600"
"May 10, 2022",273.10,275.12,258.08,266.68,266.68,"84,401,700"
"May 9, 2022",278.82,281.88,260.38,262.37,262.37,"90,810,300"
"May 6, 2022",295.67,296.00,281.04,288.55,288.55,"72,903,000"
"May 5, 2022",313.01,315.20,285.90,291.09,291.09,"92,519,100"
"May 4, 2022",301.31,318.50,295.09,317.54,317.54,"81,643,800"
"May 3, 2022",301.06,308.03,296.20,303.08,303.08,"63,709,500"
"May 2, 2022",286.92,302.12,282.68,300.98,300.98,"75,781,500"
"Apr 29, 2022",300.75,311.47,290.00,290.25,290.25,"88,133,100"
"Apr 28, 2022",299.99,300.00,273.90,292.50,292.50,"124,948,500"
"Apr 27, 2022",299.53,306.00,292.45,293.84,293.84,"76,956,300"
"Apr 26, 2022",331.81,333.33,291.67,292.14,292.14,"136,133,700"
"Apr 25, 2022",326.32,336.21,325.10,332.67,332.67,"68,341,200"
"Apr 22, 2022",338.30,344.95,331.33,335.02,335.02,"69,696,600"
"Apr 21, 2022",358.24,364.07,332.14,336.26,336.26,"105,416,400"
"Apr 20, 2022",343.33,344.67,325.08,325.73,325.73,"70,711,200"
"Apr 19, 2022",335.02,344.98,331.78,342.72,342.72,"49,847,700"
"Apr 18, 2022",329.68,338.31,324.47,334.76,334.76,"51,715,200"
"Apr 14, 2022",333.10,337.57,327.40,328.33,328.33,"58,422,300"
"Apr 13, 2022",327.03,342.08,324.37,340.79,340.79,"55,121,100"
"Apr 12, 2022",332.55,340.40,325.53,328.98,328.98,"65,976,000"
"Apr 11, 2022",326.80,336.16,324.88,325.31,325.31,"59,357,100"
"Apr 8, 2022",347.74,349.48,340.81,341.83,341.83,"55,013,700"
"Apr 7, 2022",350.80,358.86,340.51,352.42,352.42,"79,447,200"
"Apr 6, 2022",357.82,359.67,342.57,348.59,348.59,"89,348,400"
"Apr 5, 2022",378.77,384.29,362.43,363.75,363.75,"80,075,100"
"Apr 4, 2022",363.13,383.30,357.51,381.82,381.82,"82,035,900"
"Apr 1, 2022",360.38,364.92,355.55,361.53,361.53,"54,263,100"
"Mar 31, 2022",364.86,367.71,358.88,359.20,359.20,"48,992,700"
"Mar 30, 2022",363.72,371.32,361.33,364.66,364.66,"59,865,000"
"Mar 29, 2022",369.33,371.59,357.70,366.52,366.52,"73,614,900"
"Mar 28, 2022",355.03,365.96,351.20,363.95,363.95,"102,506,100"
"Mar 25, 2022",336.00,340.60,332.44,336.88,336.88,"62,031,600"
"Mar 24, 2022",336.58,341.50,329.60,337.97,337.97,"68,920,800"
"Mar 23, 2022",326.65,346.90,325.47,333.04,333.04,"120,676,200"
"Mar 22, 2022",310.00,332.62,307.25,331.33,331.33,"105,868,500"
"Mar 21, 2022",304.99,314.28,302.36,307.05,307.05,"81,981,600"
"Mar 18, 2022",291.50,302.62,289.13,301.80,301.80,"100,414,200"
"Mar 17, 2022",277.00,291.67,275.24,290.53,290.53,"66,582,900"
"Mar 16, 2022",269.67,280.67,267.42,280.08,280.08,"84,028,800"
"Mar 15, 2022",258.42,268.52,252.19,267.30,267.30,"66,841,200"
"Mar 14, 2022",260.20,266.90,252.01,255.46,255.46,"71,152,200"
"Mar 11, 2022",280.07,281.27,264.59,265.12,265.12,"67,037,100"
"Mar 10, 2022",283.82,284.82,270.12,279.43,279.43,"58,648,500"
"Mar 9, 2022",279.83,286.85,277.34,286.32,286.32,"59,184,000"
"Mar 8, 2022",265.18,283.33,260.72,274.80,274.80,"80,399,100"
"Mar 7, 2022",285.43,288.71,268.19,268.19,268.19,"72,494,100"
"Mar 4, 2022",283.03,285.22,275.05,279.43,279.43,"66,999,600"
"Mar 3, 2022",292.92,295.48,277.53,279.76,279.76,"61,623,600"
"Mar 2, 2022",290.71,295.49,281.42,293.30,293.30,"74,643,300"
"Mar 1, 2022",289.89,296.63,284.59,288.12,288.12,"74,766,900"
"Feb 28, 2022",271.67,292.29,271.57,290.14,290.14,"99,006,900"
"Feb 25, 2022",269.74,273.17,260.80,269.96,269.96,"76,067,700"
"Feb 24, 2022",233.46,267.49,233.33,266.92,266.92,"135,322,200"
"Feb 23, 2022",276.81,278.43,253.52,254.68,254.68,"95,256,900"
"Feb 22, 2022",278.04,285.58,267.03,273.84,273.84,"83,288,100"
"Feb 18, 2022",295.33,295.62,279.20,285.66,285.66,"68,501,700"
"Feb 17, 2022",304.42,306.17,291.37,292.12,292.12,"55,178,400"
"Feb 16, 2022",304.68,308.81,300.40,307.80,307.80,"51,294,300"
"Feb 15, 2022",300.00,307.67,297.79,307.48,307.48,"57,286,200"
"Feb 14, 2022",287.19,299.63,284.38,291.92,291.92,"67,756,500"
"Feb 11, 2022",303.21,305.32,283.57,286.67,286.67,"79,645,800"
"Feb 10, 2022",302.79,314.60,298.90,301.52,301.52,"66,126,900"
"Feb 9, 2022",311.67,315.42,306.67,310.67,310.67,"52,259,400"
"Feb 8, 2022",301.84,308.76,298.27,307.33,307.33,"50,729,100"
"Feb 7, 2022",307.93,315.92,300.90,302.45,302.45,"60,994,500"
"Feb 4, 2022",299.07,312.17,293.72,307.77,307.77,"73,625,400"
"Feb 3, 2022",294.00,312.33,293.51,297.05,297.05,"78,855,600"
"Feb 2, 2022",309.39,310.50,296.47,301.89,301.89,"66,792,900"
"Feb 1, 2022",311.74,314.57,301.67,310.42,310.42,"73,138,200"
"Jan 31, 2022",290.90,312.66,287.35,312.24,312.24,"104,436,000"
"Jan 28, 2022",277.19,285.83,264.00,282.12,282.12,"134,789,100"
"Jan 27, 2022",311.12,311.80,276.33,276.37,276.37,"147,109,500"
"Jan 26, 2022",317.48,329.23,302.00,312.47,312.47,"104,867,400"
"Jan 25, 2022",304.73,317.09,301.07,306.13,306.13,"86,595,900"
"Jan 24, 2022",301.59,311.17,283.82,310.00,310.00,"151,565,700"
"Jan 21, 2022",332.11,334.85,313.50,314.63,314.63,"103,416,000"
"Jan 20, 2022",336.58,347.22,331.33,332.09,332.09,"70,488,600"
"Jan 19, 2022",347.24,351.56,331.67,331.88,331.88,"75,442,500"
"Jan 18, 2022",342.20,356.93,338.69,343.50,343.50,"66,743,400"
"Jan 14, 2022",339.96,350.67,337.79,349.87,349.87,"72,924,300"
"Jan 13, 2022",369.69,371.87,342.18,343.85,343.85,"97,209,900"
"Jan 12, 2022",359.62,371.61,357.53,368.74,368.74,"83,739,000"
"Jan 11, 2022",351.22,358.62,346.27,354.80,354.80,"66,063,300"
"Jan 10, 2022",333.33,353.03,326.67,352.71,352.71,"91,815,000"
"Jan 7, 2022",360.12,360.31,336.67,342.32,342.32,"84,164,700"
"Jan 6, 2022",359.00,362.67,340.17,354.90,354.90,"90,336,600"
"Jan 5, 2022",382.22,390.11,360.34,362.71,362.71,"80,119,800"
